# unix_time,cycles_done,cur_path,paths_total,pending_total,pending_favs,map_size,unique_crashes,unique_hangs,max_depth,execs_per_sec,valid_inputs,invalid_inputs,valid_cov,all_covered_probes,valid_covered_probes
1670569419,0,0,1,0,0,0.01%,0,0,0,0.12,1,0,0.01%,4,4
1670569419,0,0,1,0,0,0.01%,0,0,0,62.91,20,0,0.01%,4,4
1670569419,0,0,1,0,0,0.01%,0,0,0,39.47,32,0,0.01%,4,4
1670569420,0,0,1,0,0,0.01%,0,0,0,74.77,56,0,0.01%,4,4
1670569420,0,0,1,0,0,0.01%,0,0,0,110.75,90,0,0.01%,4,4
1670569420,0,0,1,0,0,0.01%,0,0,0,116.28,125,0,0.01%,4,4
1670569420,0,0,1,0,0,0.01%,0,0,0,152.32,171,0,0.01%,4,4
1670569421,0,0,1,0,0,0.01%,0,0,0,123.03,210,0,0.01%,4,4
1670569421,0,0,1,0,0,0.01%,0,0,0,109.63,243,0,0.01%,4,4
1670569421,0,0,1,0,0,0.01%,0,0,0,70.74,265,0,0.01%,4,4
1670569422,0,0,1,0,0,0.01%,0,0,0,103.33,296,0,0.01%,4,4
1670569422,0,0,1,0,0,0.01%,0,0,0,46.67,310,0,0.01%,4,4
1670569422,0,0,1,0,0,0.01%,0,0,0,118.81,346,0,0.01%,4,4
1670569423,0,0,1,0,0,0.01%,0,0,0,128.71,385,0,0.01%,4,4
1670569423,0,0,1,0,0,0.01%,0,0,0,74.68,408,0,0.01%,4,4
1670569423,0,0,1,0,0,0.01%,0,0,0,163.99,459,0,0.01%,4,4
1670569424,0,0,1,0,0,0.01%,0,0,0,249.17,534,0,0.01%,4,4
1670569424,0,0,1,0,0,0.01%,0,0,0,152.82,580,0,0.01%,4,4
1670569424,0,0,1,0,0,0.01%,0,0,0,132.26,621,0,0.01%,4,4
1670569424,0,0,1,0,0,0.01%,0,0,0,233.55,692,0,0.01%,4,4
1670569425,0,0,1,0,0,0.01%,0,0,0,158.94,740,0,0.01%,4,4
1670569425,0,0,1,0,0,0.01%,0,0,0,231.79,810,0,0.01%,4,4
1670569425,0,0,1,0,0,0.01%,0,0,0,225.91,878,0,0.01%,4,4
1670569426,0,0,1,0,0,0.01%,0,0,0,157.38,926,0,0.01%,4,4
1670569426,0,0,1,0,0,0.01%,0,0,0,191.42,984,0,0.01%,4,4
1670569426,1,0,1,0,0,0.01%,0,0,0,158.94,1032,0,0.01%,4,4
1670569427,1,0,1,0,0,0.01%,0,0,0,135.31,1073,0,0.01%,4,4
1670569427,1,0,1,0,0,0.01%,0,0,0,92.11,1101,0,0.01%,4,4
1670569427,1,0,1,0,0,0.01%,0,0,0,80.91,1126,0,0.01%,4,4
1670569427,1,0,1,0,0,0.01%,0,0,0,105.96,1158,0,0.01%,4,4
1670569428,1,0,1,0,0,0.01%,0,0,0,51.78,1174,0,0.01%,4,4
1670569428,1,0,1,0,0,0.01%,0,0,0,39.74,1186,0,0.01%,4,4
1670569428,1,0,1,0,0,0.01%,0,0,0,95.71,1215,0,0.01%,4,4
1670569429,1,0,1,0,0,0.01%,0,0,0,69.54,1236,0,0.01%,4,4
1670569429,1,0,1,0,0,0.01%,0,0,0,46.36,1250,0,0.01%,4,4
1670569429,1,0,1,0,0,0.01%,0,0,0,20.29,1257,0,0.01%,4,4
1670569431,1,0,1,0,0,0.01%,0,0,0,0.69,1258,0,0.01%,4,4
1670569431,1,0,1,0,0,0.01%,0,0,0,14.9,1267,0,0.01%,4,4
1670569432,1,0,1,0,0,0.01%,0,0,0,1.11,1268,0,0.01%,4,4
1670569433,1,0,1,0,0,0.01%,0,0,0,10.81,1272,0,0.01%,4,4
1670569433,1,0,1,0,0,0.01%,0,0,0,16.09,1278,0,0.01%,4,4
1670569434,1,0,1,0,0,0.01%,0,0,0,0.98,1279,0,0.01%,4,4
1670569434,1,0,1,0,0,0.01%,0,0,0,79.73,1303,0,0.01%,4,4
1670569435,1,0,1,0,0,0.01%,0,0,0,170,1354,0,0.01%,4,4
1670569435,1,0,1,0,0,0.01%,0,0,0,63.33,1373,0,0.01%,4,4
1670569435,1,0,1,0,0,0.01%,0,0,0,24.77,1381,0,0.01%,4,4
